[0, 6] ; [26, 30]
[3, 8] ; [222, 228]
[17, 22] ; [50, 55]
[2, 10] ; [67, 68]
[6, 14] ; [104, 109]
[26, 33] ; [112, 122]
[14, 17] ; [38, 45]
[10, 12] ; [-1, 17]
[0, 6] ; [7, 9]
[9, 12] ; [46, 49]
[0, 2] ; [12, 14]
[15, 20] ; [26, 43]
[0, 6] ; [15, 18]
[0, 6] ; [67, 71]
[25, 32] ; [126, 129]
[2, 10] ; [10, 20]
[22, 26] ; [51, 53]
[20, 24] ; [28, 34]
[2, 7] ; [8, 32]
[0, 6] ; [46, 50]
[0, 3] ; [87, 90]
[49, 54] ; [111, 113]
[0, 6] ; [7, 15]
[49, 58] ; [2, 9]
[96, 98] ; [134, 136]
[0, 3] ; [24, 26]
[20, 28] ; [69, 75]
[20, 48] ; [49, 52]
[33, 40] ; [116, 118]
[0, 5] ; [31, 36]
[0, 3] ; [12, 18]
[45, 50] ; [0, 5]
[6, 8] ; [103, 107]
[0, 7] ; [16, 24]
[2, 5] ; [17, 21]
[2, 6] ; [84, 92]
[155, 160] ; [228, 232]
[29, 35] ; [40, 46]
[5, 10] ; [203, 205]
[7, 9] ; [38, 42]
[0, 5] ; [6, 8]
[110, 116] ; [185, 191]
[31, 34] ; [22, 26]
[6, 10] ; [86, 93]
[0, 9] ; [101, 106]
[48, 52] ; [93, 95]
[18, 26] ; [73, 79]
[3, 8] ; [28, 31]
[21, 31] ; [55, 57]
[0, 10] ; [55, 57]
[3, 7] ; [49, 51]
[16, 19] ; [103, 110]
[3, 8] ; [30, 38]
[7, 9] ; [14, 16]
[10, 17] ; [41, 43]
[13, 16] ; [17, 24]
[0, 11] ; [22, 25]
[8, 18] ; [33, 35]
[4, 9] ; [26, 28]
[0, 3] ; [7, 12]
[3, 12] ; [58, 64]
[3, 16] ; [33, 43]
[0, 5] ; [143, 147]
[0, 3] ; [41, 43]
[10, 14] ; [66, 70]
[2, 5] ; [31, 37]
[35, 42] ; [21, 25]
[27, 31] ; [7, 14]
[9, 14] ; [54, 61]
[30, 33] ; [14, 17]
[0, 3] ; [59, 62]
[20, 23] ; [56, 58]
[0, 8] ; [-1, 17]
[12, 20] ; [21, 26]
[20, 22] ; [27, 30]
[13, 18] ; [18, 21]
[3, 9] ; [78, 81]
[11, 13] ; [132, 135]
[16, 22] ; [73, 84]
[9, 12] ; [18, 22]
[12, 18] ; [85, 93]
[38, 41] ; [82, 86]
[0, 6] ; [25, 29]
[0, 8] ; [23, 26]
[9, 12] ; [42, 45]
[0, 7] ; [26, 30]
[6, 10] ; [52, 55]
[0, 4] ; [12, 19]
[75, 81] ; [82, 112]
[0, 5] ; [53, 61]
[3, 10] ; [52, 58]
[32, 34] ; [67, 71]
[0, 6] ; [70, 72]
[84, 89] ; [96, 100]
[67, 71] ; [111, 115]
[0, 3] ; [179, 182]
[2, 5] ; [45, 47]
[0, 6] ; [7, 17]
[9, 11] ; [68, 71]
[0, 3] ; [7, 20]
[0, 7] ; [32, 37]
[0, 3] ; [6, 10]
[3, 8] ; [15, 17]
[0, 4] ; [5, 9]
[0, 5] ; [6, 10]
[0, 3] ; [7, 20]
[0, 6] ; [85, 89]
[63, 68] ; [36, 38]
[-1, 18] ; [91, 94]
[0, 4] ; [28, 31]
[61, 66] ; [49, 56]
[9, 14] ; [46, 48]
[0, 5] ; [9, 11]
[2, 8] ; [46, 52]
[3, 7] ; [63, 72]
[12, 14] ; [33, 38]
[14, 19] ; [41, 45]
[0, 5] ; [9, 17]
[0, 6] ; [49, 51]
[11, 20] ; [130, 135]
[0, 2] ; [17, 20]
[3, 11] ; [68, 74]
[34, 40] ; [79, 81]
[0, 6] ; [7, 12]
[10, 12] ; [7, 9]
[0, 4] ; [141, 143]
[84, 88] ; [96, 103]
[3, 7] ; [12, 21]
[49, 51] ; [23, 30]
[0, 5] ; [60, 63]
[0, 3] ; [63, 70]
[2, 7] ; [144, 147]
[0, 2] ; [60, 64]
[79, 82] ; [39, 49]
[0, 7] ; [11, 16]
[6, 12] ; [63, 69]
[9, 15] ; [63, 67]
[62, 66] ; [92, 98]
[0, 5] ; [11, 15]
[2, 5] ; [52, 58]
[0, 11] ; [107, 114]
[25, 28] ; [3, 8]
[63, 72] ; [108, 110]
[31, 36] ; [7, 19]
[3, 8] ; [51, 55]
[0, 2] ; [17, 24]
[0, 8] ; [34, 38]
[82, 90] ; [62, 65]
[62, 66] ; [12, 17]
[0, 4] ; [11, 18]
[3, 9] ; [123, 127]
[0, 5] ; [48, 50]
[122, 128] ; [129, 139]
[0, 5] ; [44, 50]
[7, 11] ; [165, 167]
[0, 3] ; [4, 11]
[0, 11] ; [39, 46]
[4, 14] ; [80, 85]
[0, 5] ; [119, 126]
[66, 70] ; [52, 56]
[0, 4] ; [25, 29]
[0, 3] ; [46, 55]
[6, 12] ; [48, 52]
[0, 4] ; [47, 50]
[75, 82] ; [132, 136]
[0, 2] ; [70, 74]
[130, 136] ; [179, 184]
[0, 4] ; [40, 46]
[127, 129] ; [160, 163]
[10, 14] ; [18, 25]
[0, 5] ; [36, 42]
[13, 22] ; [160, 168]
[-1, 18] ; [22, 24]
[3, 7] ; [77, 79]
[102, 104] ; [62, 65]
[0, 3] ; [27, 32]
[0, 5] ; [9, 11]
[2, 7] ; [7, 15]
[68, 71] ; [61, 67]
[6, 10] ; [17, 23]
[8, 12] ; [25, 27]
[17, 23] ; [48, 50]
[0, 5] ; [11, 14]
[0, 6] ; [7, 13]
[0, 5] ; [18, 22]
[37, 40] ; [96, 97]
[0, 6] ; [33, 41]
[13, 16] ; [54, 59]
[3, 7] ; [63, 65]
[31, 39] ; [155, 158]
[3, 10] ; [131, 138]
[0, 4] ; [44, 53]
[130, 132] ; [95, 98]
[79, 86] ; [87, 103]
[20, 24] ; [28, 34]
[16, 19] ; [90, 95]
[6, 11] ; [46, 50]
[3, 6] ; [41, 44]
[3, 6] ; [24, 33]
[23, 30] ; [34, 38]
[0, 6] ; [56, 59]
[0, 6] ; [6, 9]
[25, 30] ; [93, 103]
[0, 4] ; [9, 16]
[36, 39] ; [69, 72]
[-1, 18] ; [13, 15]
[2, 7] ; [47, 54]
[14, 19] ; [25, 31]
[16, 27] ; [52, 61]
[10, 15] ; [36, 45]
[35, 40] ; [94, 96]
[0, 3] ; [4, 6]
[1, 3] ; [53, 60]
[0, 7] ; [58, 66]
[142, 145] ; [185, 193]
[62, 66] ; [67, 74]
[0, 4] ; [15, 19]
[2, 8] ; [59, 67]
[0, 6] ; [7, 11]
[0, 6] ; [81, 86]
[0, 3] ; [72, 77]
[45, 57] ; [13, 16]
[0, 2] ; [23, 30]
[0, 6] ; [18, 23]
[0, 10] ; [11, 39]
[0, 5] ; [153, 155]
[2, 7] ; [58, 61]
[37, 46] ; [123, 127]
[0, 4] ; [17, 27]
[1, 6] ; [164, 167]
[40, 44] ; [22, 26]
[54, 61] ; [62, 65]
[0, 3] ; [4, 10]
[0, 7] ; [78, 86]
[130, 132] ; [59, 62]
[3, 10] ; [15, 19]
[84, 89] ; [2, 9]
[0, 7] ; [28, 35]
[8, 15] ; [39, 42]
[0, 8] ; [28, 30]
[0, 5] ; [44, 49]
[50, 53] ; [28, 36]
[2, 9] ; [-1, 17]
[0, 7] ; [57, 61]
[2, 7] ; [13, 28]
[0, 7] ; [11, 19]
[0, 5] ; [14, 25]
[-1, 18] ; [32, 34]
[-1, 18] ; [14, 16]
[0, 5] ; [12, 14]
[10, 18] ; [110, 113]
[41, 46] ; [47, 50]
[125, 132] ; [205, 207]
[7, 14] ; [34, 38]
[83, 86] ; [94, 99]
[0, 4] ; [52, 54]
[0, 5] ; [20, 31]
[2, 8] ; [120, 124]
[15, 20] ; [43, 47]
[4, 9] ; [12, 14]
[3, 8] ; [36, 42]
[8, 13] ; [48, 55]
[-1, 18] ; [120, 123]
[5, 10] ; [98, 105]
[2, 9] ; [82, 84]
[0, 8] ; [47, 57]
[6, 11] ; [29, 31]
[6, 10] ; [79, 84]
[4, 9] ; [25, 29]
[2, 11] ; [18, 24]
[51, 58] ; [98, 101]
[10, 15] ; [31, 36]
[0, 3] ; [6, 10]
[0, 5] ; [35, 40]
[0, 5] ; [24, 27]
[0, 6] ; [63, 67]
[7, 9] ; [9, 13]
[0, 5] ; [23, 30]
[78, 82] ; [110, 114]
[0, 5] ; [33, 35]
[3, 7] ; [25, 31]
[0, 5] ; [24, 31]
[0, 5] ; [9, 15]
[10, 12] ; [38, 44]
[6, 9] ; [75, 80]
[33, 40] ; [85, 89]
[5, 8] ; [146, 148]
[0, 5] ; [27, 30]
[0, 3] ; [4, 7]
[79, 84] ; [93, 98]
[0, 4] ; [75, 78]
[0, 3] ; [21, 29]
[0, 7] ; [13, 16]
[6, 11] ; [41, 45]
[10, 19] ; [70, 72]
[-1, 18] ; [7, 12]
[0, 5] ; [55, 59]
[66, 71] ; [72, 79]
[0, 6] ; [14, 19]
[0, 5] ; [11, 14]
[98, 105] ; [117, 123]
[0, 5] ; [36, 76]
[16, 22] ; [70, 76]
[0, 6] ; [20, 25]
[72, 77] ; [91, 94]
[0, 3] ; [30, 34]
[13, 22] ; [23, 27]
[0, 6] ; [7, 17]
[23, 26] ; [27, 52]
[3, 10] ; [31, 41]
[18, 21] ; [47, 58]
[122, 129] ; [10, 19]
[5, 8] ; [99, 105]
[0, 6] ; [36, 40]
[21, 29] ; [0, 9]
[0, 3] ; [10, 12]
[3, 8] ; [165, 171]
[18, 21] ; [-1, 17]
[0, 8] ; [19, 23]
[3, 10] ; [20, 23]
[4, 9] ; [130, 133]
[0, 4] ; [64, 70]
[4, 11] ; [12, 44]
[39, 44] ; [93, 100]
[4, 9] ; [88, 95]
[115, 122] ; [131, 137]
[36, 40] ; [52, 56]
[0, 6] ; [54, 62]
[3, 11] ; [129, 134]
[-1, 18] ; [25, 31]
[3, 6] ; [52, 56]
[0, 5] ; [18, 27]
[0, 6] ; [24, 26]
[3, 9] ; [20, 38]
[7, 11] ; [32, 36]
[17, 23] ; [-1, 17]
[7, 12] ; [129, 144]
[46, 50] ; [84, 93]
[0, 10] ; [64, 66]
[75, 82] ; [152, 154]
[3, 11] ; [69, 72]
[0, 6] ; [46, 49]
[0, 4] ; [88, 92]
[0, 3] ; [67, 73]
[35, 41] ; [14, 18]
[9, 11] ; [61, 63]
[0, 2] ; [31, 40]
[0, 2] ; [6, 10]
[82, 89] ; [119, 125]
[3, 7] ; [105, 117]
[0, 8] ; [21, 24]
[3, 9] ; [56, 61]
[0, 3] ; [64, 71]
[3, 11] ; [76, 78]
[0, 10] ; [34, 36]
[79, 83] ; [84, 107]
[0, 6] ; [15, 19]
[6, 14] ; [45, 49]
[0, 4] ; [19, 25]
[0, 4] ; [33, 35]
[7, 11] ; [45, 53]
[0, 5] ; [33, 37]
[0, 7] ; [139, 142]
[0, 6] ; [98, 102]
[9, 12] ; [51, 54]
[0, 5] ; [24, 28]
[0, 4] ; [20, 22]
[0, 5] ; [32, 35]
[2, 17] ; [59, 63]
[2, 8] ; [85, 91]
[7, 15] ; [15, 21]
[2, 6] ; [175, 179]
[51, 59] ; [77, 79]
[-1, 18] ; [6, 12]
[26, 30] ; [34, 37]
[0, 6] ; [72, 76]
[30, 32] ; [62, 64]
[-1, 18] ; [275, 278]
[18, 21] ; [55, 60]
[55, 59] ; [13, 19]
[0, 5] ; [6, 25]
[3, 7] ; [14, 24]
[48, 54] ; [61, 63]
[25, 28] ; [29, 41]
[63, 68] ; [69, 89]
[51, 58] ; [23, 28]
[2, 8] ; [57, 61]
[0, 3] ; [53, 55]
[0, 3] ; [4, 12]
[0, 8] ; [-1, 17]
[0, 5] ; [66, 68]
[0, 6] ; [47, 51]
[0, 2] ; [50, 52]
[55, 58] ; [39, 47]
[68, 78] ; [189, 199]
[23, 29] ; [21, 23]
[0, 5] ; [20, 25]
[0, 5] ; [36, 39]
[16, 18] ; [68, 70]
[6, 11] ; [79, 82]
[17, 20] ; [6, 14]
[16, 21] ; [139, 144]
[23, 28] ; [43, 47]
[3, 9] ; [123, 128]
[135, 142] ; [182, 185]
[15, 17] ; [9, 12]
[0, 7] ; [20, 26]
[0, 5] ; [13, 16]
[12, 18] ; [30, 36]
[71, 79] ; [3, 11]
[0, 6] ; [42, 44]
[0, 6] ; [53, 57]
[0, 7] ; [49, 58]
[6, 12] ; [25, 27]
[27, 30] ; [15, 22]
[31, 35] ; [7, 17]
[0, 2] ; [19, 23]
[4, 7] ; [32, 36]
[4, 10] ; [51, 53]
[0, 4] ; [104, 106]
[38, 40] ; [101, 102]
[0, 7] ; [35, 38]
[2, 7] ; [113, 119]
[0, 5] ; [3, 5]
[5, 8] ; [94, 98]
[44, 51] ; [22, 25]
[13, 17] ; [62, 76]
[11, 14] ; [38, 44]
[23, 33] ; [0, 3]
[0, 7] ; [10, 13]
[48, 53] ; [20, 25]
[4, 7] ; [15, 26]
[0, 5] ; [17, 21]
[0, 2] ; [4, 10]
[43, 46] ; [71, 73]
[0, 3] ; [57, 60]
[2, 12] ; [123, 132]
[0, 5] ; [10, 17]
[8, 11] ; [15, 19]
[0, 6] ; [80, 84]
[70, 75] ; [64, 68]
[51, 56] ; [120, 125]
[53, 57] ; [76, 79]
[0, 3] ; [27, 31]
[0, 2] ; [28, 32]
[6, 9] ; [109, 113]
[0, 7] ; [31, 35]
[0, 2] ; [18, 21]
[3, 9] ; [75, 78]
[155, 162] ; [108, 115]
[0, 6] ; [7, 26]
[0, 6] ; [17, 21]
[41, 46] ; [48, 50]
[0, 5] ; [14, 19]
[7, 11] ; [80, 82]
[3, 11] ; [14, 18]
[110, 113] ; [128, 130]
[33, 44] ; [131, 138]
[0, 3] ; [30, 36]
[12, 17] ; [23, 28]
[0, 4] ; [8, 10]
[0, 8] ; [57, 61]
[0, 7] ; [18, 22]
[40, 46] ; [30, 37]
[29, 33] ; [36, 43]
[0, 6] ; [160, 162]
[40, 47] ; [63, 65]
[3, 8] ; [42, 46]
[22, 27] ; [72, 81]
[0, 6] ; [28, 33]
[8, 13] ; [58, 61]
[2, 8] ; [113, 117]
[2, 7] ; [49, 51]
[28, 32] ; [150, 152]
[0, 7] ; [43, 47]
[0, 3] ; [18, 25]
[0, 6] ; [20, 24]
[35, 45] ; [17, 21]
[3, 6] ; [57, 64]
[0, 6] ; [10, 15]
[38, 43] ; [61, 63]
[9, 14] ; [40, 44]
[2, 8] ; [89, 99]
[20, 28] ; [-1, 17]
[2, 5] ; [66, 73]
[7, 13] ; [92, 96]
[0, 3] ; [18, 22]
[15, 21] ; [38, 45]
[0, 7] ; [24, 28]
[0, 8] ; [211, 221]
[0, 6] ; [21, 25]
[3, 6] ; [88, 95]
[27, 33] ; [40, 47]
[0, 3] ; [29, 35]
[61, 66] ; [56, 60]
[0, 6] ; [48, 55]
[0, 5] ; [13, 15]
[0, 2] ; [27, 29]
[12, 18] ; [20, 23]
[0, 3] ; [19, 21]
[0, 4] ; [14, 16]
[0, 5] ; [29, 31]
[0, 5] ; [3, 5]
[3, 9] ; [16, 21]
[2, 4] ; [11, 15]
[34, 39] ; [57, 65]
[0, 4] ; [123, 132]
[0, 7] ; [54, 56]
[0, 8] ; [55, 59]
[0, 2] ; [6, 12]
[136, 142] ; [178, 180]
[106, 114] ; [180, 183]
[0, 3] ; [4, 9]
[2, 8] ; [79, 81]
[0, 5] ; [33, 43]
[20, 25] ; [65, 70]
[0, 6] ; [65, 67]
[0, 3] ; [65, 71]
[183, 189] ; [221, 226]
[3, 26] ; [-1, 17]
[0, 5] ; [77, 79]
[0, 6] ; [38, 40]
[85, 91] ; [130, 137]
[0, 3] ; [24, 26]
[0, 7] ; [36, 40]
[28, 33] ; [46, 51]
[28, 30] ; [31, 34]
[5, 9] ; [37, 43]
[22, 27] ; [58, 64]
[0, 7] ; [22, 30]
[4, 10] ; [36, 41]
[4, 6] ; [31, 33]
[0, 2] ; [15, 17]
[0, 4] ; [181, 184]
[0, 7] ; [15, 18]
[0, 7] ; [53, 58]
[9, 14] ; [15, 20]
[12, 18] ; [91, 101]
[0, 2] ; [17, 21]
[0, 7] ; [57, 60]
[44, 50] ; [62, 70]
[0, 6] ; [24, 26]
[0, 5] ; [11, 15]
[8, 32] ; [33, 36]
[10, 16] ; [24, 27]
[0, 1] ; [8, 13]
[0, 3] ; [52, 56]
[8, 32] ; [33, 36]
[38, 40] ; [17, 20]
[3, 7] ; [12, 36]
[4, 11] ; [34, 46]
[0, 3] ; [89, 96]
[0, 6] ; [16, 26]
[40, 46] ; [63, 66]
[6, 10] ; [115, 122]
[29, 36] ; [37, 43]
[0, 3] ; [22, 26]
[56, 65] ; [92, 98]
[6, 11] ; [41, 48]
[30, 34] ; [38, 45]
[0, 4] ; [31, 35]
[0, 4] ; [59, 65]
[17, 20] ; [86, 94]
[0, 10] ; [96, 99]
[2, 12] ; [92, 96]
[0, 2] ; [20, 29]
[0, 4] ; [59, 60]
[36, 40] ; [87, 88]
[0, 4] ; [35, 46]
[0, 9] ; [49, 55]
[0, 6] ; [49, 51]
[0, 4] ; [8, 13]
[33, 38] ; [116, 118]
[4, 11] ; [53, 59]
[0, 3] ; [28, 35]
[25, 29] ; [45, 47]
[0, 4] ; [27, 30]
[4, 6] ; [96, 100]
[0, 3] ; [13, 18]
[63, 79] ; [80, 83]
[46, 50] ; [96, 106]
[40, 52] ; [92, 96]
[0, 6] ; [21, 23]
[11, 16] ; [86, 90]
[32, 34] ; [57, 61]
[2, 8] ; [70, 72]
[8, 13] ; [28, 34]
[25, 27] ; [90, 94]
[6, 12] ; [37, 39]
[5, 8] ; [61, 66]
[-1, 18] ; [12, 17]
[41, 43] ; [31, 34]
[0, 3] ; [10, 20]
[0, 2] ; [50, 54]
[0, 7] ; [17, 20]
[21, 27] ; [86, 93]
[0, 7] ; [29, 31]
[16, 19] ; [107, 111]
[8, 16] ; [37, 43]
[0, 3] ; [7, 19]
[51, 57] ; [58, 85]
[0, 4] ; [16, 22]
[18, 22] ; [24, 28]
[0, 5] ; [74, 79]
[0, 5] ; [72, 76]
[0, 3] ; [30, 36]
[3, 10] ; [26, 31]
[2, 5] ; [86, 88]
[187, 191] ; [216, 222]
[7, 15] ; [40, 46]
[7, 10] ; [74, 78]
[3, 9] ; [16, 29]
[3, 12] ; [192, 200]
[23, 30] ; [142, 148]
[0, 6] ; [30, 32]
[0, 10] ; [30, 38]
[55, 59] ; [46, 48]
[0, 5] ; [9, 12]
[2, 7] ; [34, 42]
[0, 3] ; [11, 15]
[0, 1] ; [3, 5]
[0, 6] ; [100, 103]
[0, 3] ; [41, 47]
[0, 4] ; [16, 19]
[0, 7] ; [64, 71]
[0, 10] ; [29, 33]
[-1, 18] ; [18, 24]
[118, 120] ; [3, 9]
[59, 65] ; [123, 125]
[0, 2] ; [38, 44]
[0, 8] ; [9, 14]
[90, 95] ; [104, 113]
[0, 3] ; [21, 24]
[0, 5] ; [6, 23]
[27, 29] ; [43, 45]
[76, 81] ; [106, 113]
[0, 6] ; [7, 18]
[6, 8] ; [47, 51]
[37, 42] ; [110, 112]
[0, 10] ; [121, 126]
[0, 3] ; [24, 28]
[0, 3] ; [66, 72]
[0, 2] ; [16, 20]
[0, 5] ; [34, 38]
[22, 28] ; [33, 37]
[2, 8] ; [88, 97]
[0, 11] ; [12, 18]
[0, 6] ; [0, 6]
[0, 2] ; [33, 43]
[39, 42] ; [64, 67]
[18, 24] ; [0, 6]
[0, 3] ; [4, 8]
[3, 6] ; [-1, 17]
[2, 11] ; [53, 55]
[96, 98] ; [2, 5]
[10, 13] ; [28, 33]
[54, 61] ; [62, 65]
[6, 14] ; [52, 54]
[15, 20] ; [85, 88]
[0, 4] ; [17, 20]
[0, 6] ; [17, 23]
[0, 3] ; [131, 134]
[38, 40] ; [27, 35]
[0, 4] ; [76, 85]
[0, 9] ; [78, 82]
[4, 6] ; [70, 74]
[68, 71] ; [55, 61]
[18, 21] ; [6, 15]
[11, 17] ; [0, 8]
[3, 10] ; [241, 243]
[0, 2] ; [29, 33]
[46, 51] ; [25, 29]
[6, 13] ; [54, 58]
[33, 39] ; [46, 49]
[1, 8] ; [117, 122]
[6, 10] ; [156, 158]
[76, 79] ; [-1, 17]
[0, 4] ; [68, 70]
[23, 31] ; [136, 140]
[0, 6] ; [10, 18]
[10, 16] ; [71, 73]
[0, 2] ; [39, 45]
[0, 4] ; [29, 33]
[0, 6] ; [16, 21]
[0, 5] ; [47, 51]
[0, 6] ; [13, 19]
[0, 6] ; [26, 30]
[0, 6] ; [41, 43]
[0, 2] ; [33, 36]
[0, 3] ; [56, 60]
[15, 17] ; [46, 48]
[0, 5] ; [57, 60]
[0, 5] ; [24, 31]
[2, 5] ; [41, 45]
[12, 19] ; [99, 101]
[0, 6] ; [21, 27]
[-1, 18] ; [35, 37]
[0, 2] ; [3, 10]
[4, 9] ; [131, 135]
[0, 3] ; [7, 18]
[3, 10] ; [34, 36]
[0, 9] ; [40, 45]
[0, 6] ; [10, 17]
[6, 10] ; [96, 99]
[2, 7] ; [-1, 17]
[6, 11] ; [17, 22]
[34, 39] ; [83, 87]
[0, 5] ; [46, 48]
[0, 5] ; [19, 20]
[0, 8] ; [134, 140]
[0, 5] ; [7, 13]
[0, 6] ; [60, 65]
[4, 10] ; [61, 63]
[0, 6] ; [-1, 17]
[3, 11] ; [20, 53]
[0, 5] ; [33, 37]
[0, 6] ; [45, 47]
[3, 8] ; [98, 101]
[51, 57] ; [107, 112]
[0, 6] ; [54, 63]
[1, 4] ; [42, 49]
[0, 7] ; [63, 67]
[-1, 18] ; [5, 14]
[2, 8] ; [97, 99]
[17, 22] ; [25, 28]
[26, 32] ; [53, 55]
[36, 40] ; [50, 58]
[0, 3] ; [24, 29]
[91, 97] ; [11, 13]
[9, 13] ; [42, 47]
[25, 30] ; [57, 59]
[0, 2] ; [15, 18]
[64, 70] ; [73, 79]
[0, 4] ; [9, 16]
[26, 34] ; [35, 41]
[0, 5] ; [9, 13]
[0, 5] ; [6, 9]
[26, 28] ; [80, 86]
[0, 7] ; [39, 42]
[0, 6] ; [117, 129]
[17, 23] ; [107, 111]
[2, 4] ; [18, 22]
[0, 2] ; [15, 17]
[41, 48] ; [58, 62]
[6, 12] ; [27, 31]
[80, 85] ; [156, 158]
[24, 26] ; [0, 4]
[7, 12] ; [25, 31]
[3, 7] ; [101, 109]
[0, 5] ; [75, 79]
[125, 128] ; [203, 210]
[44, 47] ; [15, 20]
[0, 10] ; [96, 99]
[32, 39] ; [195, 197]
[4, 9] ; [11, 15]
[0, 6] ; [20, 23]
[3, 9] ; [63, 69]
[66, 71] ; [78, 81]
[54, 61] ; [62, 65]
[0, 7] ; [11, 13]
[9, 23] ; [56, 67]
[10, 12] ; [5, 9]
[12, 22] ; [58, 61]
[0, 7] ; [90, 94]
[58, 62] ; [6, 8]
[3, 13] ; [52, 57]
[36, 39] ; [17, 23]
[2, 5] ; [37, 41]
[8, 12] ; [22, 26]
[0, 9] ; [18, 21]
[47, 51] ; [59, 61]
[0, 3] ; [89, 92]
[0, 4] ; [32, 34]
[3, 6] ; [42, 44]
[39, 45] ; [124, 128]
[0, 6] ; [27, 31]
[0, 9] ; [21, 27]
[0, 5] ; [17, 21]
[0, 8] ; [49, 58]
[2, 7] ; [50, 54]
[9, 13] ; [24, 30]
[96, 102] ; [104, 113]
[0, 6] ; [47, 51]
[0, 5] ; [21, 27]
[7, 16] ; [45, 47]
[10, 15] ; [51, 55]
[0, 3] ; [16, 18]
[3, 12] ; [116, 118]
[34, 38] ; [63, 67]
[0, 9] ; [70, 78]
[6, 11] ; [65, 69]
[0, 10] ; [39, 69]
[24, 31] ; [57, 60]
[11, 16] ; [0, 10]
[4, 9] ; [45, 49]
[32, 37] ; [9, 29]
[22, 30] ; [61, 65]
[49, 53] ; [54, 58]
[6, 10] ; [38, 47]
[44, 48] ; [29, 34]
[25, 30] ; [70, 77]
[2, 6] ; [80, 89]
[3, 11] ; [64, 69]
[52, 55] ; [6, 11]
[2, 12] ; [50, 53]
[1, 6] ; [89, 95]
[0, 6] ; [56, 59]
[73, 79] ; [56, 72]
[0, 3] ; [45, 48]
[0, 3] ; [22, 28]
[0, 4] ; [47, 54]
[132, 137] ; [154, 159]
[11, 16] ; [26, 34]
[15, 23] ; [24, 26]
[0, 6] ; [12, 16]
[0, 5] ; [22, 24]
[0, 6] ; [33, 38]
[15, 20] ; [6, 12]
[118, 130] ; [170, 173]
[0, 7] ; [49, 53]
[0, 2] ; [81, 88]
[0, 4] ; [43, 45]
[3, 8] ; [96, 102]
[9, 15] ; [76, 80]
[111, 147] ; [148, 152]
[0, 4] ; [28, 30]
[0, 2] ; [31, 39]
[27, 32] ; [17, 23]
[0, 7] ; [8, 29]
[8, 12] ; [84, 86]
[0, 3] ; [10, 15]
[4, 12] ; [64, 67]
[0, 6] ; [25, 31]
[11, 18] ; [49, 57]
[0, 6] ; [39, 44]
[2, 6] ; [96, 104]
[42, 45] ; [0, 4]
[5, 8] ; [54, 57]
[1, 6] ; [81, 85]
[10, 12] ; [38, 44]
[3, 8] ; [67, 75]
[35, 39] ; [65, 67]
[0, 7] ; [17, 25]
[3, 7] ; [82, 87]
[0, 5] ; [9, 16]
[110, 113] ; [6, 14]
[4, 12] ; [14, 18]
[27, 31] ; [45, 47]
[0, 5] ; [37, 40]
[6, 10] ; [18, 20]
[8, 12] ; [58, 60]
[0, 6] ; [65, 67]
[0, 5] ; [8, 17]
[29, 31] ; [8, 17]
[0, 5] ; [45, 47]
[0, 10] ; [143, 147]
[4, 7] ; [43, 45]
[17, 20] ; [9, 15]
[21, 27] ; [51, 55]
[0, 3] ; [11, 16]
[17, 19] ; [20, 31]
[6, 9] ; [38, 43]
[5, 10] ; [125, 132]
[52, 56] ; [65, 67]
[3, 8] ; [129, 133]
[0, 4] ; [140, 144]
[0, 3] ; [35, 43]
[0, 2] ; [19, 24]
[0, 4] ; [42, 47]
[34, 37] ; [11, 13]
[3, 11] ; [85, 94]
[0, 11] ; [27, 37]
[3, 5] ; [46, 48]
[64, 67] ; [41, 49]
[0, 5] ; [101, 105]
[0, 7] ; [-1, 17]
[0, 5] ; [19, 27]
[32, 39] ; [47, 49]
[1, 3] ; [50, 55]
[-1, 18] ; [19, 22]
[0, 6] ; [22, 28]
[3, 12] ; [65, 70]
[9, 11] ; [50, 56]
[109, 112] ; [88, 94]
[0, 4] ; [51, 61]
[6, 11] ; [39, 45]
[0, 4] ; [11, 13]
[7, 10] ; [14, 17]
[0, 5] ; [17, 19]
[2, 7] ; [39, 41]
[0, 5] ; [53, 59]
[7, 13] ; [28, 30]
[0, 4] ; [63, 65]
[5, 13] ; [43, 45]
[0, 10] ; [49, 52]
[0, 3] ; [7, 12]
[0, 5] ; [27, 34]
[0, 3] ; [18, 20]
[3, 6] ; [42, 46]
[3, 7] ; [4, 6]
[3, 5] ; [14, 17]
[48, 53] ; [27, 35]
[8, 12] ; [16, 18]
[0, 3] ; [13, 17]
[0, 6] ; [18, 22]
[0, 7] ; [94, 95]
[2, 7] ; [7, 15]
[19, 26] ; [70, 78]
[26, 32] ; [50, 55]
[46, 52] ; [28, 30]
[51, 56] ; [57, 84]
[0, 11] ; [57, 63]
[0, 5] ; [20, 24]
[4, 12] ; [16, 20]
[53, 57] ; [58, 77]
[0, 4] ; [19, 27]
[0, 5] ; [73, 81]
[0, 4] ; [89, 93]
[0, 2] ; [53, 56]
[134, 139] ; [73, 76]
[99, 108] ; [0, 7]
[9, 15] ; [65, 70]
[0, 8] ; [108, 110]
[63, 69] ; [70, 75]
[63, 68] ; [4, 11]
[4, 11] ; [15, 18]
[101, 107] ; [48, 53]
[3, 8] ; [46, 55]
[2, 6] ; [23, 29]
[0, 4] ; [27, 31]
[0, 7] ; [122, 127]
